block size,buffer size,time
8192,4194304,1.535594
8192,8388608,1.246525
8192,16777216,1.475749
8192,33554432,1.539472
8192,67108864,1.142766
16384,1024,1.08738
16384,2048,1.14642
16384,4096,1.529963
16384,8192,1.43903
16384,16384,1.162791
16384,32768,1.098552
16384,65536,1.304563
16384,131072,1.484015
16384,262144,1.460473
16384,524288,1.377867
16384,1048576,1.537267
16384,2097152,1.52324
16384,4194304,1.516911
16384,8388608,1.482944
16384,16777216,1.52819
16384,33554432,1.507631
16384,67108864,1.107857
32768,1024,1.088376
32768,2048,1.317277
32768,4096,1.526448
32768,8192,1.296397
32768,16384,1.100342
32768,32768,1.125612
32768,65536,1.138071
32768,131072,1.52388
32768,262144,1.472452
32768,524288,1.478296
32768,1048576,1.512181
32768,2097152,1.109067
32768,4194304,1.434586
32768,8388608,1.111138
32768,16777216,1.489014
32768,33554432,1.493313
32768,67108864,1.426613
65536,1024,1.436812
65536,2048,1.100009
65536,4096,1.484842
65536,8192,1.50403
65536,16384,1.465453
65536,32768,1.521161
65536,65536,1.47337
65536,131072,1.518706
65536,262144,1.467693
65536,524288,1.505186
65536,1048576,1.10012
65536,2097152,1.498
65536,4194304,1.111156
65536,8388608,1.114279
65536,16777216,1.085852
65536,33554432,1.133185
65536,67108864,1.463501
131072,1024,1.108355
131072,2048,1.459051
131072,4096,1.524177
131072,8192,1.477691
131072,16384,1.127229
131072,32768,1.11369
131072,65536,1.503468
131072,131072,1.310249
131072,262144,1.520689
131072,524288,1.454905
131072,1048576,1.098342
131072,2097152,1.502518
131072,4194304,1.511976
131072,8388608,1.504512
131072,16777216,1.527351
131072,33554432,1.10267
131072,67108864,1.114926
262144,1024,1.098475
262144,2048,1.116117
262144,4096,1.515527
262144,8192,1.540931
262144,16384,1.352397
262144,32768,1.492546
262144,65536,1.097231
262144,131072,1.510562
262144,262144,1.103575
262144,524288,1.106759
262144,1048576,1.126857
262144,2097152,1.477356
262144,4194304,1.516125
262144,8388608,1.499581
262144,16777216,1.117352
262144,33554432,1.419133
262144,67108864,1.507871
524288,1024,1.542352
524288,2048,1.52771
524288,4096,1.121716
524288,8192,1.1091
524288,16384,1.10752
524288,32768,1.12089
524288,65536,1.47899
524288,131072,1.508513
524288,262144,1.118249
524288,524288,1.512636
524288,1048576,1.121543
524288,2097152,1.101197
524288,4194304,1.51743
524288,8388608,1.524196
524288,16777216,1.514948
524288,33554432,1.565673
524288,67108864,1.465801
1048576,1024,1.462336
1048576,2048,1.481736
1048576,4096,1.535558
1048576,8192,1.53457
1048576,16384,1.518228
1048576,32768,1.471224
1048576,65536,1.525068
1048576,131072,1.52518
1048576,262144,1.560776
1048576,524288,1.121346
1048576,1048576,1.525873
1048576,2097152,1.108404
1048576,4194304,1.47853
1048576,8388608,1.539646
1048576,16777216,1.478989
1048576,33554432,1.116386
1048576,67108864,1.507908
2097152,1024,1.478906
2097152,2048,1.092434
2097152,4096,1.44899
2097152,8192,1.558574
2097152,16384,1.537004
2097152,32768,1.566404
2097152,65536,1.551739
2097152,131072,1.463434
2097152,262144,1.103341
2097152,524288,1.405658
2097152,1048576,1.125502
2097152,2097152,1.104318
2097152,4194304,1.129954
2097152,8388608,1.54556
2097152,16777216,1.13166
2097152,33554432,1.510457
2097152,67108864,1.539193
4194304,1024,1.114003
4194304,2048,1.520144
4194304,4096,1.560484
4194304,8192,1.606893
4194304,16384,1.555712
4194304,32768,1.133879
4194304,65536,1.535256
4194304,131072,1.131914
4194304,262144,1.588787
4194304,524288,1.584947
4194304,1048576,1.107568
4194304,2097152,1.45001
4194304,4194304,1.564016
4194304,8388608,1.548869
4194304,16777216,1.426772
4194304,33554432,1.580432
4194304,67108864,1.54689
8388608,1024,1.57253
8388608,2048,1.111088
8388608,4096,1.568591
8388608,8192,1.557413
8388608,16384,1.152431
8388608,32768,1.551652
8388608,65536,1.549472
8388608,131072,1.610676
8388608,262144,1.598762
8388608,524288,1.545805
8388608,1048576,1.58162
8388608,2097152,1.33493
8388608,4194304,1.593058
8388608,8388608,1.125543
8388608,16777216,1.608377
8388608,33554432,1.593459
8388608,67108864,1.564933
16777216,1024,1.615826
16777216,2048,1.607516
16777216,4096,1.589792
16777216,8192,1.62713
16777216,16384,1.612008
16777216,32768,1.473207
16777216,65536,1.630705
16777216,131072,1.569577
16777216,262144,1.642329
16777216,524288,1.633815
16777216,1048576,1.594206
16777216,2097152,1.634643
16777216,4194304,1.623036
16777216,8388608,1.557518
16777216,16777216,1.58719
16777216,33554432,1.610387
16777216,67108864,1.634833
33554432,1024,1.659193
33554432,2048,1.608561
33554432,4096,1.609759
33554432,8192,1.625578
33554432,16384,1.667191
33554432,32768,1.615597
33554432,65536,1.621021
33554432,131072,1.63998
33554432,262144,1.592504
33554432,524288,1.563898
33554432,1048576,1.654555
33554432,2097152,1.557679
33554432,4194304,1.594834
33554432,8388608,1.628405
33554432,16777216,1.528475
33554432,33554432,1.611886
33554432,67108864,1.664645
67108864,1024,1.525518
67108864,2048,1.469753
67108864,4096,1.540909
67108864,8192,1.648186
67108864,16384,1.707411
67108864,32768,1.647853
67108864,65536,1.582397
67108864,131072,1.565557
67108864,262144,1.671442
67108864,524288,1.500039
67108864,1048576,1.519797
67108864,2097152,1.658296
67108864,4194304,1.655317
67108864,8388608,1.70592
67108864,16777216,1.712032
67108864,33554432,1.547521
67108864,67108864,1.714642
